entity,country,year,daily_calorie_supply_per_person_that_comes_from_animal_protein,daily_calorie_supply_per_person_that_comes_from_vegetal_protein,daily_calorie_supply_per_person_from_fat,daily_calorie_supply_per_person_from_carbohydrates,total_calories,pct_cals_from_carbs,underweight,healthy_weight,overweight_or_obese
Afghanistan,AFG,1975,58.89143,262.36835,371.22043,2148.8455,2841.32571,75.62827072014915,29.85,63.05,7.1
Afghanistan,AFG,1976,61.96698,266.75073,389.14893,2192.891,2910.75764,75.33746437233435,29.7,63.05,7.199999999999999
Afghanistan,AFG,1977,59.5849,232.66876,355.04382,1909.6755,2556.97298,74.68500899059168,29.55,63.1,7.300000000000001
Afghanistan,AFG,1978,59.578648,245.08861,353.67682,2015.5537,2673.897778,75.37886139789447,29.35,63.2,7.449999999999999
Afghanistan,AFG,1979,59.82116,242.7555,367.59384,2005.4485,2675.6189999999997,74.95269318987495,29.2,63.25,7.55
Afghanistan,AFG,1980,63.71168,234.66502,380.46512,1936.7568,2615.59862,74.04640701332072,29,63.25,7.75
Afghanistan,AFG,1981,73.63376,256.32358,451.52975,2105.3374,2886.82449,72.92917900942429,28.85,63.3,7.9
Afghanistan,AFG,1982,81.60268,271.95883,509.90402,2242.3452,3105.81073,72.19838537939496,28.549999999999997,63.349999999999994,8.1
Afghanistan,AFG,1983,82.52,268.9158,512.05945,2241.4612,3104.95645,72.18977902250448,28.299999999999997,63.4,8.3
Afghanistan,AFG,1984,76.838104,244.81729,477.31042,2038.4891,2837.454914,71.84216707522282,28.049999999999997,63.4,8.55
Afghanistan,AFG,1985,65.5402,228.68881,452.7604,1888.4373,2635.42671,71.65584581936638,27.799999999999997,63.449999999999996,8.75
Afghanistan,AFG,1986,55.402187,224.23872,456.2273,1847.7275,2583.595707,71.51767186304588,27.5,63.45,9
Afghanistan,AFG,1987,60.230034,267.3699,399.41513,2195.5776,2922.592664,75.12431092586908,27.25,63.45,9.3
Afghanistan,AFG,1988,62.195297,236.56273,412.46808,1959.3958,2670.6219069999997,73.36852119965779,27,63.5,9.55
Afghanistan,AFG,1989,62.877804,222.46805,483.43613,1818.1604,2586.942384,70.28221468112913,26.75,63.45,9.8
Afghanistan,AFG,1990,74.368996,216.17465,477.80432,1769.8503,2538.1982660000003,69.72860724505749,26.5,63.5,10
Afghanistan,AFG,1991,76.24595,203.85461,434.37656,1684.641,2399.11812,70.2191770366021,26.3,63.55,10.149999999999999
Afghanistan,AFG,1992,68.45611,182.27469,392.90094,1522.5414,2166.17314,70.28715165399937,26.05,63.599999999999994,10.3
Afghanistan,AFG,1993,63.32776,183.00465,322.62048,1500.7942,2069.74709,72.51099456794019,25.85,63.75,10.4
Afghanistan,AFG,1994,64.039055,169.88907,306.03073,1401.2222,1941.181055,72.18400346483908,25.65,63.85,10.5
Afghanistan,AFG,1995,64.95041,161.99045,391.95175,1356.2253,1975.11791,68.66553602361897,25.45,64,10.65
Afghanistan,AFG,1996,68.93811,164.65916000000001,376.4899,1373.8749,1983.96207,69.24905071395845,25.15,64.1,10.75
Afghanistan,AFG,1997,72.581856,170.4412,329.50537,1431.2783,2003.806726,71.42796166060977,24.95,64.15,10.9
Afghanistan,AFG,1998,74.68542,168.9805,337.50766,1425.1273,2006.3008800000002,71.03258111515159,24.700000000000003,64.25,11.05
Afghanistan,AFG,1999,75.287735,157.67262,355.04352,1333.6595,1921.663375,69.40130708376539,24.45,64.35,11.2
Afghanistan,AFG,2000,62.386784,159.21275,304.8311,1359.9265,1886.357134,72.09273766289898,24.200000000000003,64.4,11.399999999999999
Afghanistan,AFG,2001,48.011936,167.36952,263.08978,1404.8804,1883.3516359999999,74.59469454062163,24,64.5,11.55
Afghanistan,AFG,2002,60.30684,165.27287,284.98788,1419.9701,1930.53769,73.55308872524525,23.75,64.45,11.8
Afghanistan,AFG,2003,53.97954,168.71669,275.52228,1433.1221,1931.3406100000002,74.20348811492137,23.5,64.45,12.1
Afghanistan,AFG,2004,54.45525,170.91199,320.7659,1459.778,2005.9111400000002,72.77381190474867,23.25,64.4,12.35
Afghanistan,AFG,2005,53.039635,164.9443,336.84445,1429.0658,1983.894185,72.03336804981865,23,64.35,12.65
Afghanistan,AFG,2006,45.45349,169.96704,282.24078,1482.8698,1980.53111,74.87233058409267,22.75,64.25,12.95
Afghanistan,AFG,2007,46.628727,181.26611,293.7793,1559.5702000000001,2081.244337,74.93450779777426,22.45,64.15,13.350000000000001
Afghanistan,AFG,2008,48.28019,184.73311,273.60138,1581.0535,2087.66818,75.73298837174401,22.2,64.05000000000001,13.75
Afghanistan,AFG,2009,47.27052,186.65378,279.73785,1591.8994,2105.56155,75.60450560089303,21.9,63.9,14.2
Afghanistan,AFG,2010,49.839996,213.19998,342.53998,1602.4197,2207.999656,72.57336728498113,21.6,63.7,14.65
Afghanistan,AFG,2011,48.36001,207.48003,323.82004,1599.3401,2179.00018,73.39788746598451,21.3,63.55,15.149999999999999
Afghanistan,AFG,2012,49.559994,201.87997,337.05,1584.5098,2172.999764,72.91808431139802,20.95,63.35,15.7
Afghanistan,AFG,2013,48.839993,204.75996,343.34995,1614.0498,2210.999703,73.00090532847983,20.700000000000003,63.150000000000006,16.2
Afghanistan,AFG,2014,58.799995,204.03998,377.45996,1635.6998,2275.9997350000003,71.86731065238897,20.35,62.900000000000006,16.7
Albania,ALB,1975,70.59024,191.32994,446.31747,1575.8163,2284.05395,68.99207875540768,3.8499999999999996,62.1,34
Albania,ALB,1976,72.26499,212.50746,475.66818,1694.81,2455.25063,69.0279835097731,3.8,61.849999999999994,34.35
Albania,ALB,1977,73.028496,225.73111,491.04227,1758.2646,2548.066476,69.00387476390156,3.7,61.5,34.8
Albania,ALB,1978,77.83544,214.50769,476.34628,1706.4702,2475.1596099999997,68.94384479714421,3.5999999999999996,61.2,35.15
Albania,ALB,1979,79.1472,201.15965,508.61325,1621.5562,2410.4763000000003,67.2711944938019,3.55,60.849999999999994,35.55
Albania,ALB,1980,79.62382,202.61119,489.76456,1641.6323,2413.63187,68.01502418013729,3.5,60.65,35.85
Albania,ALB,1981,82.23794,213.75131,509.647,1697.4204,2503.05665,67.81390265378133,3.4499999999999997,60.45,36.150000000000006
Albania,ALB,1982,83.400246,214.37706,490.146,1720.8647,2508.788006,68.59346807639353,3.35,60.15,36.45
Albania,ALB,1983,84.60069,229.62502,540.1407,1800.5923,2654.95871,67.8199737426425,3.35,59.9,36.8
Albania,ALB,1984,81.98838,228.10326,521.08044,1776.2806,2607.45268,68.12321518333366,3.25,59.650000000000006,37.05
Albania,ALB,1985,81.09074,215.168,496.09363,1696.8499,2489.2022699999998,68.16842168475124,3.2,59.4,37.35
Albania,ALB,1986,77.848915,237.25385,507.8222,1829.2621,2652.187065,68.97183551417403,3.15,59.15,37.7
Albania,ALB,1987,81.51904,215.10742,518.5238,1692.8961,2508.0463600000003,67.49859679627292,3.1,58.900000000000006,38
Albania,ALB,1988,88.16885,227.78317,544.2566,1791.809,2652.01762,67.5639930325953,3.05,58.65,38.25
Albania,ALB,1989,91.10004,228.41385,571.24207,1773.5881,2664.34406,66.56753257310169,3.05,58.4,38.55
Albania,ALB,1990,100.049706,224.7457,573.5597,1788.0483,2686.403406,66.55918824426922,3,58.2,38.85
Albania,ALB,1991,111.823586,218.15657,646.7368,1718.2815,2694.9984560000003,63.75816268742233,2.9499999999999997,58.15,38.85
Albania,ALB,1992,117.06539,238.47118,656.38,1757.1704,2769.08697,63.45667070182343,2.9499999999999997,58.15,38.9
Albania,ALB,1993,123.1924,244.27293,690.02234,1835.981,2893.46867,63.452596498997174,2.85,58,39.1
Albania,ALB,1994,144.9346,241.66725,693.2575,1875.7463,2955.6056500000004,63.46402470843835,2.85,57.7,39.400000000000006
Albania,ALB,1995,161.5421,205.58788,717.8297,1692.9512,2777.91088,60.94332299098091,2.8,57.35,39.8
Albania,ALB,1996,172.80316,213.16475,761.6207,1755.9949,2903.58351,60.4768174895717,2.75,56.9,40.35
Albania,ALB,1997,148.89435,215.68384,673.98645,1751.1567,2789.72134,62.77174264294082,2.65,56.5,40.8
Albania,ALB,1998,147.22981,216.60641,692.43896,1746.9756,2803.2507800000003,62.319633065436975,2.5999999999999996,56.05,41.400000000000006
Albania,ALB,1999,161.62538,222.06425,715.02783,1793.9094,2892.62686,62.016619730897474,2.55,55.4,42.05
Albania,ALB,2000,161.5718,214.00264,706.32086,1757.8047,2839.7,61.901070535619965,2.45,54.85,42.7
Albania,ALB,2001,171.25964,215.64793,750.03723,1783.7218,2920.6666,61.07242093294729,2.4,54.2,43.45
Albania,ALB,2002,187.13206,222.15926,762.34265,1821.1418,2992.77577,60.85126116882456,2.35,53.55,44.099999999999994
Albania,ALB,2003,197.08412,204.16324,776.2308,1725.3762,2902.8543600000003,59.43722922427289,2.25,52.95,44.8
Albania,ALB,2004,201.19499,199.01083,838.4665,1693.188,2931.8603200000002,57.75131879406861,2.2,52.35,45.45
Albania,ALB,2005,205.9681,208.20229,840.3548,1774.3357,3028.86089,58.58095714656608,2.1,51.75,46.150000000000006
Albania,ALB,2006,213.45473,200.0291,872.4009,1736.9983,3022.88303,57.461644488440555,2.1,51.15,46.8
Albania,ALB,2007,213.5284,200.42223,874.0388,1754.5137,3042.50313,57.66678373145996,2,50.5,47.5
Albania,ALB,2008,227.98672,208.17853,918.514,1797.3047,3151.98395,57.02137855111857,1.95,49.900000000000006,48.15
Albania,ALB,2009,232.37733,205.92685,986.18445,1793.6558,3218.14443,55.7357147578364,1.9,49.3,48.849999999999994
Albania,ALB,2010,229.59984,206.59985,945.5393,1874.2585,3255.9974899999997,57.56326611910257,1.85,48.65,49.5
Albania,ALB,2011,233.99919,211.71927,945.5367,1904.7334,3295.98856,57.78944208471404,1.75,48.05,50.15
Albania,ALB,2012,235.4799,213.91992,977.0396,1919.5593,3345.9987199999996,57.36879959117259,1.75,47.55,50.8
Albania,ALB,2013,241.31926,212.35934,974.067,1914.2438,3341.9894,57.27857185902505,1.7,46.95,51.3
Albania,ALB,2014,234.44002,213.68,1005.57,1863.3099,3316.99992,56.17455366112881,1.6500000000000001,46.45,51.9
Algeria,DZA,1975,45.9478,189.05829,362.75427,1605.4218,2203.1821600000003,72.86831879575494,11.7,57.55,30.75
Algeria,DZA,1976,48.385353,186.11365,331.03894,1582.0079,2147.545843,73.66585002860869,11.5,57.2,31.299999999999997
Algeria,DZA,1977,52.135475,186.17436,455.0005,1602.6877,2295.998035,69.8035309947467,11.3,56.85,31.85
Algeria,DZA,1978,52.271374,201.97461,476.2434,1706.3466,2436.8359840000003,70.02303853044218,11.05,56.4,32.55
Algeria,DZA,1979,51.186127,207.28093,502.8694,1780.2979,2541.634357,70.04539795808246,10.85,55.95,33.25
Algeria,DZA,1980,57.40847,215.58315,539.3112,1854.385,2666.68782,69.53888588278772,10.65,55.5,33.900000000000006
Algeria,DZA,1981,63.123173,206.82294,631.5954,1796.4651,2698.006613,66.58490351150225,10.35,55,34.6
Algeria,DZA,1982,67.24322,205.30156,633.50464,1762.497,2668.54642,66.04708041766048,10.100000000000001,54.5,35.4
Algeria,DZA,1983,72.733604,206.3759,580.10547,1788.9022,2648.117174,67.55374035424008,9.899999999999999,54,36.1
Algeria,DZA,1984,70.860016,203.01332,563.75336,1750.7725,2588.3991960000003,67.63919965303528,9.600000000000001,53.45,36.9
Algeria,DZA,1985,75.52042,211.82051,577.8612,1832.0616,2697.26373,67.92296873394727,9.399999999999999,52.95,37.650000000000006
Algeria,DZA,1986,69.90959,223.34859,502.2566,1906.8468,2702.36158,70.56223764104877,9.15,52.45,38.4
Algeria,DZA,1987,74.405334,220.54546,514.3459,1893.0836,2702.380294,70.05244984220566,8.899999999999999,51.95,39.1
Algeria,DZA,1988,72.4456,225.80182,590.8036,1880.5656,2769.61662,67.89985250738422,8.7,51.55,39.7
Algeria,DZA,1989,76.372826,229.44731,619.0083,1911.4478,2836.2762359999997,67.3928644797911,8.5,51.099999999999994,40.4
Algeria,DZA,1990,77.862175,225.19568,639.9568,1888.9393,2831.953955,66.70091851828856,8.35,50.65,41.05
Algeria,DZA,1991,75.32899,228.62143,617.75946,1890.7783,2812.48818,67.22795542557623,8.2,50.2,41.650000000000006
Algeria,DZA,1992,76.29996,238.65868,673.63635,1960.709,2949.3039900000003,66.48039695630018,8,49.8,42.2
Algeria,DZA,1993,85.23268,236.09863000000001,657.6812,1970.1616,2949.17411,66.8038415676991,7.8,49.35,42.8
Algeria,DZA,1994,81.5133,232.35408,617.64856,1912.1868,2843.7027399999997,67.24285112866615,7.7,48.95,43.35
Algeria,DZA,1995,77.41014,234.28923,637.39844,1917.754,2866.85181,66.89407500278153,7.5,48.55,43.95
Algeria,DZA,1996,66.27042,243.66426,570.8564,1985.8062,2866.59728,69.2739860549927,7.35,48.1,44.55
Algeria,DZA,1997,69.34581,231.18016,604.65515,1908.389,2813.57012,67.82802342242672,7.15,47.75,45.099999999999994
Algeria,DZA,1998,75.01935,249.11697,596.5707,1954.7874,2875.49442,67.98091439175874,7.05,47.3,45.65
Algeria,DZA,1999,73.46428,252.50769,618.32434,1985.8235,2930.11981,67.77277479312356,6.9,46.900000000000006,46.3
Algeria,DZA,2000,77.012924,235.7387,607.5899,1977.9088,2898.2503239999996,68.24492638269433,6.7,46.45,46.849999999999994
Algeria,DZA,2001,79.38327,239.3863,648.4203,2006.55,2973.73987,67.47563969003113,6.550000000000001,46,47.5
Algeria,DZA,2002,82.522484,246.70227,606.5279,2076.9565,3012.709154,68.93982770432409,6.35,45.5,48.1
Algeria,DZA,2003,81.91067,256.3981,565.03534,2154.3657,3057.70981,70.45683972214486,6.199999999999999,45,48.8
Algeria,DZA,2004,89.79148,253.77107,590.99347,2139.845,3074.40102,69.60201307765634,6,44.5,49.5
Algeria,DZA,2005,90.0634,256.62915,570.92365,2130.525,3048.1412,69.8958762146583,5.85,43.95,50.25
Algeria,DZA,2006,90.32586,255.33156,637.751,2161.2773,3144.6857200000004,68.72792680853334,5.6,43.4,50.95
Algeria,DZA,2007,90.51071,253.23169,623.7741,2173.0935,3140.6099999999997,69.1933573414082,5.45,42.85,51.7
Algeria,DZA,2008,88.13029,256.78485,625.2001,2179.7158,3149.83104,69.2010387960365,5.199999999999999,42.35,52.400000000000006
Algeria,DZA,2009,94.192955,263.59967,608.82227,2248.2673,3214.882195,69.93311616508548,5.050000000000001,41.85,53.1
Algeria,DZA,2010,107.31998,256.47995,799.1998,2079.9995,3242.99923,64.13814350489378,4.9,41.35,53.75
Algeria,DZA,2011,112.91997,255.83994,886.67975,2094.5596,3349.99926,62.52418097549073,4.75,40.849999999999994,54.45
Algeria,DZA,2012,116.99997,262.71994,835.9198,2148.3596,3363.9993099999997,63.86325923473509,4.6,40.3,55.099999999999994
Algeria,DZA,2013,118.24,261.08,923.76,2138.92,3442,62.14177803602556,4.4,39.8,55.75
Algeria,DZA,2014,122.08002,257.72003,922.68005,2134.5203,3437.0004,62.104162106003834,4.25,39.3,56.4
Angola,AGO,1975,34.168194,120.70244,275.0634,1323.7437,1753.6777339999999,75.48386310297991,20.35,69.1,10.55
Angola,AGO,1976,39.916313,116.37573,292.37292,1319.4592,1768.124163,74.62480450248788,20.35,69,10.649999999999999
Angola,AGO,1977,51.17881,116.315475,354.50168,1294.3492,1816.3451650000002,71.26119115140762,20.25,68.85,10.9
Angola,AGO,1978,51.24829,118.02637,380.70157,1290.4882,1840.46443,70.11753006277878,20.2,68.7,11.100000000000001
Angola,AGO,1979,49.89564,116.82792,391.02396,1250.7855,1808.5330199999999,69.16022467756768,20.15,68.55,11.3
Angola,AGO,1980,49.91064,119.22078,377.6578,1256.5947,1803.3839200000002,69.67982169875397,20.049999999999997,68.4,11.55
Angola,AGO,1981,55.95463,111.54307,363.27484,1195.838,1726.61054,69.25927835468907,20,68.25,11.75
Angola,AGO,1982,61.732883,101.094,338.26764,1108.1345,1609.2290229999999,68.86120522075619,19.95,68.1,11.95
Angola,AGO,1983,60.87882,99.02418,331.52966,1090.9042,1582.33686,68.94260176685766,19.85,67.9,12.2
Angola,AGO,1984,65.327736,91.926506,322.00766,1048.8883,1528.150202,68.63777517597711,19.75,67.75,12.5
Angola,AGO,1985,75.925514,89.19794,313.8473,1054.6301,1533.6008540000003,68.76822592066709,19.65,67.55000000000001,12.85
Angola,AGO,1986,62.17261,85.69934,315.74344,1019.4342,1483.04959,68.73905005428712,19.5,67.35,13.15
Angola,AGO,1987,63.94229,81.751724,311.07495,1002.31696,1459.085924,68.69485501252768,19.4,67.15,13.5
Angola,AGO,1988,62.96793,78.063225,326.96722,953.82947,1421.827845,67.08473697109231,19.200000000000003,66.95,13.899999999999999
Angola,AGO,1989,61.679256,72.7499,337.7335,921.3317,1393.494356,66.11664381940274,19.05,66.7,14.25
Angola,AGO,1990,54.095913,80.305176,356.18387,943.06165,1433.646609,65.78062153390829,18.95,66.5,14.6
Angola,AGO,1991,41.013626,76.93975,331.88107,953.5842,1403.418646,67.94723746316821,18.75,66.3,14.95
Angola,AGO,1992,38.846897,79.40097,322.8909,974.24713,1415.3858969999999,68.83261533585848,18.7,66.1,15.2
Angola,AGO,1993,36.876663,79.57963,292.71942,954.9468,1364.122513,70.00447473738014,18.6,66,15.350000000000001
Angola,AGO,1994,34.508392,89.847435,268.80957,1040.9043,1434.069697,72.58394080688814,18.6,65.94999999999999,15.5
Angola,AGO,1995,32.785217,89.51547,281.20633,1064.3798,1467.8868169999998,72.51102657733045,18.55,65.75,15.7
Angola,AGO,1996,35.0791,93.11717,300.90802,1069.4624,1498.5666899999999,71.3656861010303,18.5,65.6,15.9
Angola,AGO,1997,36.60679,96.12723,289.67184,1067.3252,1489.73106,71.64549552991129,18.450000000000003,65.4,16.15
Angola,AGO,1998,35.942368,91.30934,293.78012,1076.8175,1497.8493280000002,71.8909091769476,18.4,65.2,16.4
Angola,AGO,1999,36.94703,91.43113,288.54437,1119.6992,1536.62173,72.86758856390766,18.3,64.9,16.8
Angola,AGO,2000,40.8388,93.26331,296.45502,1091.5544,1522.1115300000001,71.71316808828063,18.2,64.65,17.1
Angola,AGO,2001,42.794346,93.90981,300.93594,1118.7495,1556.389596,71.88107032296044,18.15,64.4,17.55
Angola,AGO,2002,47.152554,98.96258,306.11765,1175.3292,1627.561984,72.21409762296341,17.95,64.05,17.95
Angola,AGO,2003,46.115772,101.18243,331.11465,1208.8118,1687.2246519999999,71.64498210520456,17.8,63.7,18.5
Angola,AGO,2004,43.20425,103.056946,329.93033,1251.6381,1727.829626,72.43990270600904,17.6,63.35,19.05
Angola,AGO,2005,45.079105,106.72691,345.77374,1269.0109,1766.590655,71.83389634765163,17.35,62.95,19.7
Angola,AGO,2006,47.012104,108.80041,347.90317,1295.7201,1799.435784,72.00702084070592,17.15,62.5,20.4
Angola,AGO,2007,50.928802,111.37922,358.25516,1320.2268,1840.7899819999998,71.72066411213227,16.85,62.05,21.15
Angola,AGO,2008,54.102290000000004,119.21416,367.92596,1354.1953,1895.4377100000002,71.4449909303535,16.55,61.449999999999996,21.95
Angola,AGO,2009,49.748425,123.44606,372.35635,1391.0723,1936.623135,71.82978840124204,16.2,61,22.8
Angola,AGO,2010,64.75999,127.55996,486.5399,1744.1394,2422.99925,71.98266363474937,15.950000000000001,60.5,23.55
Angola,AGO,2011,73.63997,130.71994,512.6398,1772.9994,2489.9991099999997,71.20482063144192,15.6,60.05,24.35
Angola,AGO,2012,82.23997,128.31996,482.75983,1745.6793,2438.99906,71.57359462040957,15.299999999999999,59.55,25.15
Angola,AGO,2013,82.67996,133.71994,504.53976,1798.0591,2518.99876,71.379912072684,15,59.1,25.9
Angola,AGO,2014,99.04,139.12,562.23,1752.61,2553,68.64904034469251,14.7,58.650000000000006,26.6
Antigua and Barbuda,ATG,1975,133.40453,91.521706,593.2429,1182.2523,2000.421436,59.10016153216227,8.850000000000001,59.2,31.95
Antigua and Barbuda,ATG,1976,132.27727,89.540855,527.73114,1209.0203,1958.5695649999998,61.72976041318196,8.649999999999999,58.95,32.4
Antigua and Barbuda,ATG,1977,139.00027,89.188934,480.8148,1158.3757,1867.379704,62.032145766536615,8.45,58.7,32.8
Antigua and Barbuda,ATG,1978,148.19849,78.689064,523.90234,1069.6946,1820.484494,58.75878665956932,8.3,58.4,33.3
Antigua and Barbuda,ATG,1979,157.17969,78.34816,590.5443,1090.8872,1916.9593499999999,56.90716394168713,8.1,58.05,33.85
Antigua and Barbuda,ATG,1980,180.79405,86.449844,678.5601,1179.8528,2125.656794,55.50532914487041,8,57.650000000000006,34.4
Antigua and Barbuda,ATG,1981,185.70023,83.6662,712.05524,1217.7305,2199.15217,55.37272575367079,7.800000000000001,57.2,35
Antigua and Barbuda,ATG,1982,181.55779,82.487816,680.9052,1118.3444,2063.295206,54.20186102056014,7.6,56.75,35.65
Antigua and Barbuda,ATG,1983,183.25682,89.09241,703.33325,1126.8651,2102.54758,53.595224703547494,7.4,56.3,36.35
Antigua and Barbuda,ATG,1984,203.19614,101.413605,820.5832,1178.5436,2303.7365449999998,51.15791571557502,7.2,55.75,37.05
Antigua and Barbuda,ATG,1985,220.79793,95.508705,767.1937,1138.8824,2222.382735,51.2460064625187,6.9,55.150000000000006,37.85
Antigua and Barbuda,ATG,1986,224.4454,93.78669,788.0492,1116.885,2223.16629,50.2384821605045,6.65,54.55,38.8
Antigua and Barbuda,ATG,1987,223.72424,95.32258,803.82184,1094.7612,2217.62986,49.36627251222167,6.45,53.900000000000006,39.75
Antigua and Barbuda,ATG,1988,231.04529,96.58386,828.59143,1170.8086,2327.02918,50.313447294201964,6.15,53.15,40.65
Antigua and Barbuda,ATG,1989,232.35025,101.565575,888.4066,1201.8884,2424.210825,49.57854274081133,5.9,52.45,41.599999999999994
Antigua and Barbuda,ATG,1990,217.20456,105.54857,861.67334,1230.193,2414.61947,50.94769653290337,5.699999999999999,51.7,42.599999999999994
Antigua and Barbuda,ATG,1991,202.24782,105.351204,930.54065,1228.068,2466.207674,49.79580644999647,5.449999999999999,51.05,43.45
Antigua and Barbuda,ATG,1992,225.09184,109.13662,857.7413,1287.1187,2479.08846,51.91903075536079,5.25,50.400000000000006,44.35
Antigua and Barbuda,ATG,1993,202.15948,106.331154,793.0712,1243.7645,2345.3263340000003,53.031617901920505,5.1,49.75,45.1
Antigua and Barbuda,ATG,1994,205.24124,102.90024,675.7922,1268.0077000000001,2251.94138,56.307313825371416,4.9,49.25,45.9
Antigua and Barbuda,ATG,1995,196.67393,100.10612,652.01166,1225.8726,2174.66431,56.37065888114014,4.8,48.75,46.5
Antigua and Barbuda,ATG,1996,204.17377,95.73027,678.2131,1217.623,2195.74014,55.45387533881856,4.65,48.3,47.05
Antigua and Barbuda,ATG,1997,209.14801,92.46501,697.64185,1187.0352,2186.29007,54.29449716157747,4.5,47.85,47.599999999999994
Antigua and Barbuda,ATG,1998,201.84877,93.747536,699.039,1201.1937,2195.829006,54.70342621022832,4.4,47.4,48.15
Antigua and Barbuda,ATG,1999,203.31721,93.95907,717.41583,1206.6454,2221.3375100000003,54.32066917197108,4.3,47,48.7
Antigua and Barbuda,ATG,2000,198.5379,96.04796,703.0287,1236.3005,2233.9150600000003,55.34232353489751,4.2,46.5,49.3
Antigua and Barbuda,ATG,2001,197.82387,88.54816,680.7139,1193.7213,2160.80723,55.244229259636455,4.1,46.05,49.849999999999994
Antigua and Barbuda,ATG,2002,199.83424,86.57273,687.02856,1170.1616,2143.59713,54.58869036645891,4,45.599999999999994,50.4
Antigua and Barbuda,ATG,2003,203.08342,88.12037,691.61414,1165.2197,2148.03763,54.24577687682316,3.9000000000000004,45.099999999999994,50.95
Antigua and Barbuda,ATG,2004,198.78159,91.310745,697.1999,1200.9253,2188.2175349999998,54.88144029519443,3.75,44.599999999999994,51.650000000000006
Antigua and Barbuda,ATG,2005,239.23586,107.44,762.0655,1313.3762,2422.1175599999997,54.224296198075535,3.65,43.95,52.4
Antigua and Barbuda,ATG,2006,231.34831,104.14366,762.1507,1290.481,2388.12367,54.0374443841093,3.5,43.2,53.3
Antigua and Barbuda,ATG,2007,242.47212,100.30645,782.7713,1343.2014,2468.7512699999997,54.40812998548857,3.3,42.400000000000006,54.2
Antigua and Barbuda,ATG,2008,245.19917,103.06123,761.6283,1319.6453,2429.5339999999997,54.3168072560417,3.2,41.65,55.150000000000006
Antigua and Barbuda,ATG,2009,239.40765,100.05157,760.0298,1262.4033,2361.89232,53.44880836904537,3.05,41.05,55.95
Antigua and Barbuda,ATG,2010,279.25485,103.89575,829.3364,1114.9697,2327.4567,47.90506736387405,2.95,40.4,56.65
Antigua and Barbuda,ATG,2011,250.22519,117.534256,830.4281,1169.294,2367.481546,49.389783078799134,2.85,39.8,57.35
Antigua and Barbuda,ATG,2012,263.18594,128.57361,850.23535,1168.5503,2410.5452000000005,48.47659774228668,2.7,39.2,58.05
Antigua and Barbuda,ATG,2013,245.48672,118.42394,850.3847,1228.4133,2442.7086600000002,50.288981249200624,2.6,38.599999999999994,58.75
Antigua and Barbuda,ATG,2014,245.60696,118.74403,848.58594,1189.7399,2402.6768300000003,49.51726695595595,2.5,38,59.5
Argentina,ARG,1975,283.39365,141.69682,1042.6866,1815.672,3283.44907,55.29770559224785,2.85,54,43.15
Argentina,ARG,1976,282.62753,139.6214,1022.4093,1765.8278,3210.48603,55.00188393593477,2.75,53.599999999999994,43.7
Argentina,ARG,1977,281.04178,140.48062,1019.8132,1750.6223,3191.9579000000003,54.8447803775858,2.65,53.2,44.150000000000006
Argentina,ARG,1978,290.36255,138.94774,1039.1521,1776.0378,3244.50019,54.73995056230834,2.55,52.8,44.6
Argentina,ARG,1979,288.29623,139.14702,1032.9678,1756.1588,3216.56985,54.59725365516312,2.45,52.349999999999994,45.150000000000006
Argentina,ARG,1980,290.66394,136.70277,1054.2288,1751.3887,3232.98421,54.17251017133795,2.4,51.9,45.65
Argentina,ARG,1981,285.82806,140.18651,1054.1965,1727.6735,3207.88457,53.85709685931748,2.35,51.5,46.15
Argentina,ARG,1982,251.57478,139.27821,970.2567,1705.8975,3067.0071900000003,55.62091623267437,2.25,51.2,46.599999999999994
Argentina,ARG,1983,246.52455,133.86311,925.3087,1690.1924,2995.88876,56.4170613597816,2.2,50.75,47
Argentina,ARG,1984,256.63055,136.24982,942.949,1703.7439,3039.57327,56.0520753625393,2.15,50.400000000000006,47.45
Argentina,ARG,1985,276.16132,138.44128,979.82776,1726.0483,3120.4786599999998,55.31357487315744,2.1,50.05,47.849999999999994
Argentina,ARG,1986,252.91148,134.88878,959.89575,1684.998,3032.69401,55.56109500147033,2.05,49.650000000000006,48.3
Argentina,ARG,1987,264.84665,138.45076,986.98737,1709.5386,3099.82338,55.149548552666246,2,49.3,48.7
Argentina,ARG,1988,245.65204,142.94011,951.6065,1673.9122,3014.11085,55.53585396502587,1.9500000000000002,48.9,49.15
Argentina,ARG,1989,243.9921,138.21817,931.8025,1645.4164,2959.4291700000003,55.59911406833906,1.9,48.6,49.55
Argentina,ARG,1990,234.58897,132.54858,896.2323,1646.5012,2909.8710499999997,56.58330461069744,1.9,48.25,49.85
Argentina,ARG,1991,241.49536,138.51115,942.05365,1685.1425,3007.20266,56.0368784723009,1.7999999999999998,47.849999999999994,50.3
Argentina,ARG,1992,254.88051,136.28777,996.4246,1685.1132,3072.70608,54.84134037317361,1.7999999999999998,47.4,50.8
Argentina,ARG,1993,265.49,137.5358,1033.1055,1673.8944,3110.0257,53.82252628973452,1.7,46.85,51.35
Argentina,ARG,1994,263.71237,138.95767,1041.7336,1702.391,3146.79464,54.09920871099489,1.7,46.3,52
Argentina,ARG,1995,255.76942,141.73972,1019.71857,1735.534,3152.76171,55.048054995567675,1.6,45.8,52.55
Argentina,ARG,1996,256.28894,143.48991,1004.60864,1740.4331,3144.8205900000003,55.34284230821574,1.6,45.3,53.150000000000006
